id,user_id,roll_number,registration_no,name,section,batch_year,current_semester,current_cgpa,overall_attendance,aadhar_no,apar_id,phone,aishe_id,github_url,leetcode_url,linkedin_url,resume_url,avatar_url
73313afa-c5b3-4404-a6fd-cefad75d1eb6,e3b0bb36-b5bc-462b-9e6a-f38569532a13,23ESKCS011,REG20260011,Janvi Sharma,A,2023-2027,6,6.78,66.1,998047877276,APAR-2026-00011,+91-8398362082,AISHE-30868105,https://github.com/janvi11,https://leetcode.com/janvi11,https://linkedin.com/in/janvi11-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS011.pdf,https://api.dicebear.com/7.x/initials/svg?seed=janvi11
6090a4c3-d95b-464f-bfeb-ba44374e5431,10ae4969-0c69-442d-9d12-e7821dc3ded4,23ESKCS012,REG20260012,Vikas Joshi,E,2024-2028,4,6.83,78.2,997980611191,APAR-2026-00012,+91-7919795579,AISHE-55176955,https://github.com/vikas12,https://leetcode.com/vikas12,https://linkedin.com/in/vikas12-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS012.pdf,https://api.dicebear.com/7.x/initials/svg?seed=vikas12
bf0e18dc-22a1-49a0-810f-640c425d4b32,806d0693-8cf1-41aa-bc5e-3dba96b8d3c7,23ESKCS013,REG20260013,Mehak Dhankar,E,2023-2027,6,6.27,71.1,998760038710,APAR-2026-00013,+91-6199585092,AISHE-60992979,https://github.com/mehak13,https://leetcode.com/mehak13,https://linkedin.com/in/mehak13-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS013.pdf,https://api.dicebear.com/7.x/initials/svg?seed=mehak13
dbbd36ea-a403-4737-8c04-fc22f1633c9a,c878d4a6-090c-4726-a0eb-0d6a9d740431,23ESKCS014,REG20260014,Aniket Bhardwaj,D,2023-2027,6,8.87,76.6,991540137305,APAR-2026-00014,+91-6485451171,AISHE-56164955,https://github.com/aniket14,https://leetcode.com/aniket14,https://linkedin.com/in/aniket14-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS014.pdf,https://api.dicebear.com/7.x/initials/svg?seed=aniket14
5da8fb5e-cd61-4859-8000-017fe7bdd278,958880e0-db82-4660-9303-c9b17307262e,23ESKCS015,REG20260015,Rohan Singhal,D,2024-2028,4,9.22,70.5,993962958949,APAR-2026-00015,+91-8966647391,AISHE-15831819,https://github.com/rohan15,https://leetcode.com/rohan15,https://linkedin.com/in/rohan15-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS015.pdf,https://api.dicebear.com/7.x/initials/svg?seed=rohan15
1fc6613b-54fd-4adc-a5df-889c7946c6f1,ed9f9fd4-c42a-419f-99b4-5ebbc2aa1177,23ESKCS016,REG20260016,Mehak Pandey,E,2026-2030,1,8.02,83.9,992452066468,APAR-2026-00016,+91-9675770529,AISHE-26753883,https://github.com/mehak16,https://leetcode.com/mehak16,https://linkedin.com/in/mehak16-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS016.pdf,https://api.dicebear.com/7.x/initials/svg?seed=mehak16
c5bc9879-c820-4812-84d9-b40ce5074d05,4d1b5348-a078-4699-b190-7615bf8af984,23ESKCS017,REG20260017,Ananya Verma,A,2024-2028,4,7.68,79.6,992419179589,APAR-2026-00017,+91-9184611066,AISHE-84093639,https://github.com/ananya17,https://leetcode.com/ananya17,https://linkedin.com/in/ananya17-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS017.pdf,https://api.dicebear.com/7.x/initials/svg?seed=ananya17
03311a3d-c10e-4431-ab52-3e503cb2ecd6,9c0c87d3-11ca-4995-93dd-9e413e164194,23ESKCS018,REG20260018,Sachin Deshmukh,E,2026-2030,1,7.46,90.9,992748309243,APAR-2026-00018,+91-8990566476,AISHE-94374605,https://github.com/sachin18,https://leetcode.com/sachin18,https://linkedin.com/in/sachin18-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS018.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sachin18
be3597b2-e328-41e3-8625-f0f063f73070,51f877fc-b8a6-4f05-b8ac-08aeae2e14c5,23ESKCS019,REG20260019,Nisha Pandey,A,2023-2027,6,9.2,85.1,991469306928,APAR-2026-00019,+91-8719927151,AISHE-35808537,https://github.com/nisha19,https://leetcode.com/nisha19,https://linkedin.com/in/nisha19-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS019.pdf,https://api.dicebear.com/7.x/initials/svg?seed=nisha19
8f752177-8b62-4d2d-8600-9b05fbe2169b,21432e0b-9109-427d-862b-ae1ffb7a3009,23ESKCS020,REG20260020,Dev Joshi,D,2024-2028,4,7.73,75.4,991420514798,APAR-2026-00020,+91-6149203558,AISHE-98753260,https://github.com/dev20,https://leetcode.com/dev20,https://linkedin.com/in/dev20-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS020.pdf,https://api.dicebear.com/7.x/initials/svg?seed=dev20
a9219240-e534-4273-b0b8-7b591cdfd764,d2519bf0-de9b-4e93-9873-3c45b2ed964b,23ESKCS021,REG20260021,Aniket Jain,B,2026-2030,1,6.57,79.2,991251837145,APAR-2026-00021,+91-7930075810,AISHE-48840994,https://github.com/aniket21,https://leetcode.com/aniket21,https://linkedin.com/in/aniket21-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS021.pdf,https://api.dicebear.com/7.x/initials/svg?seed=aniket21
5ec4f153-e109-4264-964c-73d252319f0e,e8e38ec3-d7e7-465b-9e23-d12c3e949389,23ESKCS022,REG20260022,Pranav Khandelwal,D,2026-2030,1,7.97,86.1,995160575055,APAR-2026-00022,+91-6349957310,AISHE-23556182,https://github.com/pranav22,https://leetcode.com/pranav22,https://linkedin.com/in/pranav22-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS022.pdf,https://api.dicebear.com/7.x/initials/svg?seed=pranav22
bd0bfff1-aa08-469f-ace3-025aed67e75a,0b58ea92-249b-4300-99ae-77b6faaa0a6f,23ESKCS023,REG20260023,Akash Bansal,E,2026-2030,1,5.05,78.1,991676168430,APAR-2026-00023,+91-9398471886,AISHE-70855700,https://github.com/akash23,https://leetcode.com/akash23,https://linkedin.com/in/akash23-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS023.pdf,https://api.dicebear.com/7.x/initials/svg?seed=akash23
1ca793cc-1198-435a-9f94-a3e8496154bb,fab812ce-c36e-4e7c-a3ab-41402939d774,23ESKCS024,REG20260024,Utkarsh Jain,D,2023-2027,6,8.85,73.4,999760623751,APAR-2026-00024,+91-8274648506,AISHE-59684848,https://github.com/utkarsh24,https://leetcode.com/utkarsh24,https://linkedin.com/in/utkarsh24-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS024.pdf,https://api.dicebear.com/7.x/initials/svg?seed=utkarsh24
f66e0d59-bc27-4097-96db-9ccc9fd6b509,031fc4ad-dacd-4db4-960d-b61d723e50f4,23ESKCS025,REG20260025,Khushi Joshi,B,2025-2029,2,7.49,89.5,996583444939,APAR-2026-00025,+91-8324956459,AISHE-99949389,https://github.com/khushi25,https://leetcode.com/khushi25,https://linkedin.com/in/khushi25-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS025.pdf,https://api.dicebear.com/7.x/initials/svg?seed=khushi25
c854faf3-84cd-4da5-a49a-3239315a747a,f06ecf25-cfa8-4ee9-bb13-0f99716e87b4,23ESKCS026,REG20260026,Pranav Singhal,E,2023-2027,6,8.14,81.9,992139027128,APAR-2026-00026,+91-8853573823,AISHE-96977837,https://github.com/pranav26,https://leetcode.com/pranav26,https://linkedin.com/in/pranav26-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS026.pdf,https://api.dicebear.com/7.x/initials/svg?seed=pranav26
468d5573-23a5-4e70-910f-a6582f4a9796,965381a8-8c92-4bed-9abe-1fb673966b07,23ESKCS027,REG20260027,Mehak Khandelwal,B,2026-2030,1,8.34,63.7,999623534585,APAR-2026-00027,+91-6754049436,AISHE-95225343,https://github.com/mehak27,https://leetcode.com/mehak27,https://linkedin.com/in/mehak27-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS027.pdf,https://api.dicebear.com/7.x/initials/svg?seed=mehak27
5b77e068-e415-428f-9c47-56281164a8d0,47924d37-f040-4ffd-94e5-80b81d98b476,23ESKCS028,REG20260028,Arjun Joshi,A,2023-2027,6,7.37,72.1,992472659635,APAR-2026-00028,+91-7673528321,AISHE-42857966,https://github.com/arjun28,https://leetcode.com/arjun28,https://linkedin.com/in/arjun28-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS028.pdf,https://api.dicebear.com/7.x/initials/svg?seed=arjun28
c0c6d86b-6877-425e-b5e2-5b6cea1e2664,6dd89187-6d34-4513-8e41-18194586262c,23ESKCS029,REG20260029,Janvi Bansal,A,2026-2030,1,7.57,75.6,999503167467,APAR-2026-00029,+91-7596348124,AISHE-60929647,https://github.com/janvi29,https://leetcode.com/janvi29,https://linkedin.com/in/janvi29-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS029.pdf,https://api.dicebear.com/7.x/initials/svg?seed=janvi29
274e5dc2-8313-420e-af64-62d711c5d8a9,dc3c6f7d-f6cf-420f-b3fb-d291a7c0afab,23ESKCS030,REG20260030,Sameer Agarwal,A,2023-2027,6,9.13,72.8,993373077227,APAR-2026-00030,+91-8787194506,AISHE-84752529,https://github.com/sameer30,https://leetcode.com/sameer30,https://linkedin.com/in/sameer30-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS030.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sameer30
a41bfbe4-df25-4d9a-b39c-deffd5136493,9436d242-781c-453a-8d18-6c071f6b6ff3,23ESKCS031,REG20260031,Aditya Meena,B,2024-2028,4,6.84,69.6,999051829836,APAR-2026-00031,+91-7835098955,AISHE-53524491,https://github.com/aditya31,https://leetcode.com/aditya31,https://linkedin.com/in/aditya31-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS031.pdf,https://api.dicebear.com/7.x/initials/svg?seed=aditya31
f099bf6e-1119-4e3a-ad70-6afc47697f2d,8fca01e2-c196-4b31-a86f-bf3bbd1e8e6e,23ESKCS032,REG20260032,Ishita Dhankar,B,2026-2030,1,9.34,81.3,999292791090,APAR-2026-00032,+91-6345938494,AISHE-14308421,https://github.com/ishita32,https://leetcode.com/ishita32,https://linkedin.com/in/ishita32-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS032.pdf,https://api.dicebear.com/7.x/initials/svg?seed=ishita32
3d2634ae-ac32-4d69-96a0-46233b2d7dad,4d1e4fac-db4f-4d86-ba10-a487198e3fd6,23ESKCS033,REG20260033,Karan Dhankar,A,2026-2030,1,9.05,62.8,991955345546,APAR-2026-00033,+91-8530747414,AISHE-45935572,https://github.com/karan33,https://leetcode.com/karan33,https://linkedin.com/in/karan33-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS033.pdf,https://api.dicebear.com/7.x/initials/svg?seed=karan33
907b3117-be17-490e-b321-815152024843,674671a1-cf85-4148-806e-d0a1e9c3f27b,23ESKCS034,REG20260034,Harsh Jain,A,2024-2028,4,6.62,83.8,998616379935,APAR-2026-00034,+91-6326541099,AISHE-86125617,https://github.com/harsh34,https://leetcode.com/harsh34,https://linkedin.com/in/harsh34-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS034.pdf,https://api.dicebear.com/7.x/initials/svg?seed=harsh34
367906ff-ef0a-467c-89ba-6fadff57f435,1d3be89e-b950-4137-8329-e178849e3bcf,23ESKCS035,REG20260035,Sachin Kumar,A,2023-2027,6,8.07,72.5,999519284867,APAR-2026-00035,+91-8328306011,AISHE-97971488,https://github.com/sachin35,https://leetcode.com/sachin35,https://linkedin.com/in/sachin35-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS035.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sachin35
5f98ac60-2390-4b08-b203-436e27e21256,a481949f-9bed-4003-bb3f-ad8eb4e81fba,23ESKCS036,REG20260036,Khushi Mishra,E,2023-2027,6,6.22,88.0,992094024853,APAR-2026-00036,+91-9524806516,AISHE-96282117,https://github.com/khushi36,https://leetcode.com/khushi36,https://linkedin.com/in/khushi36-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS036.pdf,https://api.dicebear.com/7.x/initials/svg?seed=khushi36
a28a7e4f-6327-4d2a-9fb6-c5a24dd9c085,ea4d60b4-5006-40c9-8158-bbaf7c59ea68,23ESKCS037,REG20260037,Sachin Srivastava,B,2025-2029,2,4.74,89.7,999249648014,APAR-2026-00037,+91-9253407200,AISHE-45551614,https://github.com/sachin37,https://leetcode.com/sachin37,https://linkedin.com/in/sachin37-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS037.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sachin37
b2ed1d86-f2ea-4994-bb8a-a6d29c11d68f,2550d0d6-3c96-4bcb-8688-b689ec79e2f8,23ESKCS038,REG20260038,Riya Khandelwal,D,2025-2029,2,6.58,83.8,991546696959,APAR-2026-00038,+91-7364814270,AISHE-85345555,https://github.com/riya38,https://leetcode.com/riya38,https://linkedin.com/in/riya38-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS038.pdf,https://api.dicebear.com/7.x/initials/svg?seed=riya38
62635a52-79be-4983-a930-e0a4dddc561a,3e94966c-303f-45ec-bdaf-b288ea2d211d,23ESKCS039,REG20260039,Dev Singhal,E,2025-2029,2,5.51,90.1,996600100288,APAR-2026-00039,+91-8902099969,AISHE-88461803,https://github.com/dev39,https://leetcode.com/dev39,https://linkedin.com/in/dev39-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS039.pdf,https://api.dicebear.com/7.x/initials/svg?seed=dev39
7200bf7a-08c0-4ca4-9c0e-6d596569e2a1,51204ec7-b2a6-489e-bd8f-a82f15960964,23ESKCS040,REG20260040,Pooja Pandey,B,2026-2030,1,8.23,51.7,994160930362,APAR-2026-00040,+91-9726563708,AISHE-63606628,https://github.com/pooja40,https://leetcode.com/pooja40,https://linkedin.com/in/pooja40-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS040.pdf,https://api.dicebear.com/7.x/initials/svg?seed=pooja40
d0a7a248-1401-4ba2-90c5-fcb92e59123f,f2389e63-1d48-4bd9-88fa-62be24e7f90f,23ESKCS041,REG20260041,Aniket Jain,C,2024-2028,4,7.64,72.7,991198486425,APAR-2026-00041,+91-8335493870,AISHE-28566572,https://github.com/aniket41,https://leetcode.com/aniket41,https://linkedin.com/in/aniket41-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS041.pdf,https://api.dicebear.com/7.x/initials/svg?seed=aniket41
2edafeee-b273-45ff-8ad6-7fa3a827fdbd,edd6b109-59ae-4f32-a025-c5d47a52c49b,23ESKCS042,REG20260042,Pranav Mishra,E,2024-2028,4,7.17,67.9,992716495980,APAR-2026-00042,+91-9197613238,AISHE-16323852,https://github.com/pranav42,https://leetcode.com/pranav42,https://linkedin.com/in/pranav42-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS042.pdf,https://api.dicebear.com/7.x/initials/svg?seed=pranav42
95367de5-7130-4f76-8f84-a68859c30c97,e7c71c04-16ed-4b51-b275-a813a9b2f212,23ESKCS043,REG20260043,Anjali Mishra,B,2024-2028,4,8.02,62.5,992995226591,APAR-2026-00043,+91-6264112119,AISHE-94214382,https://github.com/anjali43,https://leetcode.com/anjali43,https://linkedin.com/in/anjali43-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS043.pdf,https://api.dicebear.com/7.x/initials/svg?seed=anjali43
f1f11b54-ca1b-49d1-88b5-b9f36a57a9b0,3f0c5084-84de-4161-82ac-39c3a8eff9de,23ESKCS044,REG20260044,Pranav Srivastava,E,2025-2029,2,9.81,71.3,997462973004,APAR-2026-00044,+91-7950488739,AISHE-66661351,https://github.com/pranav44,https://leetcode.com/pranav44,https://linkedin.com/in/pranav44-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS044.pdf,https://api.dicebear.com/7.x/initials/svg?seed=pranav44
7006ec6d-87ac-480b-86ea-a9b8143bc4ed,87f66e59-e15d-497e-b1a4-a405e613bb1a,23ESKCS045,REG20260045,Yash Patel,D,2025-2029,2,7.43,57.4,996322520482,APAR-2026-00045,+91-6513140753,AISHE-61220073,https://github.com/yash45,https://leetcode.com/yash45,https://linkedin.com/in/yash45-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS045.pdf,https://api.dicebear.com/7.x/initials/svg?seed=yash45
735fac46-561e-4e9b-8fab-1744b8f7309c,523eca11-a63f-44c0-9d8d-52bdf4752d1f,23ESKCS046,REG20260046,Sachin Bhardwaj,B,2024-2028,4,7.62,95.3,994034047127,APAR-2026-00046,+91-9668132202,AISHE-43744231,https://github.com/sachin46,https://leetcode.com/sachin46,https://linkedin.com/in/sachin46-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS046.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sachin46
b6661307-cbf4-43cd-93c7-7bfebc22236a,9154892e-17bd-4511-8fe5-19d7051c6351,23ESKCS047,REG20260047,Nisha Bansal,B,2026-2030,1,5.82,90.6,997767538536,APAR-2026-00047,+91-6830448745,AISHE-25374874,https://github.com/nisha47,https://leetcode.com/nisha47,https://linkedin.com/in/nisha47-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS047.pdf,https://api.dicebear.com/7.x/initials/svg?seed=nisha47
112ea380-f370-463c-abad-540b5bc5b02c,de91c454-e3d3-4c72-bc9e-91c6972c9945,23ESKCS048,REG20260048,Mohit Mishra,E,2024-2028,4,6.44,79.1,993085816520,APAR-2026-00048,+91-8925276600,AISHE-96028436,https://github.com/mohit48,https://leetcode.com/mohit48,https://linkedin.com/in/mohit48-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS048.pdf,https://api.dicebear.com/7.x/initials/svg?seed=mohit48
6a4df9d2-08a8-4900-a4d1-b1cce5358b67,ac202fca-3573-43f9-896b-185b5fd937bc,23ESKCS049,REG20260049,Vikas Dhankar,D,2024-2028,4,8.87,76.9,999190197124,APAR-2026-00049,+91-8219778234,AISHE-49392920,https://github.com/vikas49,https://leetcode.com/vikas49,https://linkedin.com/in/vikas49-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS049.pdf,https://api.dicebear.com/7.x/initials/svg?seed=vikas49
2d2d894f-bc2c-4b38-821b-b88283ac77ad,086adf08-2e67-4621-bd65-b0b7289bbd35,23ESKCS050,REG20260050,Parth Deshmukh,D,2024-2028,4,8.51,81.8,996204041317,APAR-2026-00050,+91-9269820594,AISHE-70897765,https://github.com/parth50,https://leetcode.com/parth50,https://linkedin.com/in/parth50-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS050.pdf,https://api.dicebear.com/7.x/initials/svg?seed=parth50
72678c82-38a3-423a-a567-7f09511ce1cb,867bbb84-b630-4d90-8ced-2e6160a18c09,23ESKCS051,REG20260051,Yashvi Mishra,C,2023-2027,6,5.44,81.9,999383431268,APAR-2026-00051,+91-6875340444,AISHE-45351479,https://github.com/yashvi51,https://leetcode.com/yashvi51,https://linkedin.com/in/yashvi51-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS051.pdf,https://api.dicebear.com/7.x/initials/svg?seed=yashvi51
9331d740-9ea6-4db5-b548-2213e206f732,6283578a-8d20-4245-ae59-3202ce6513ea,23ESKCS052,REG20260052,Aditi Jain,B,2023-2027,6,6.76,72.9,995070585442,APAR-2026-00052,+91-7645119047,AISHE-24282218,https://github.com/aditi52,https://leetcode.com/aditi52,https://linkedin.com/in/aditi52-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS052.pdf,https://api.dicebear.com/7.x/initials/svg?seed=aditi52
0b8c6994-702c-4cd6-9023-93a536fdda55,d0bcb043-a0ed-4ab0-84e3-8171e011b68a,23ESKCS053,REG20260053,Shreya Singhal,A,2024-2028,4,7.96,77.3,999410288299,APAR-2026-00053,+91-8786066793,AISHE-78137358,https://github.com/shreya53,https://leetcode.com/shreya53,https://linkedin.com/in/shreya53-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS053.pdf,https://api.dicebear.com/7.x/initials/svg?seed=shreya53
391e48f1-7d0b-40be-92c6-592eda356258,74a1da3a-6420-4b58-889e-378808390829,23ESKCS054,REG20260054,Vaibhav Soni,B,2023-2027,6,7.07,69.7,994459716280,APAR-2026-00054,+91-7264109919,AISHE-60185867,https://github.com/vaibhav54,https://leetcode.com/vaibhav54,https://linkedin.com/in/vaibhav54-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS054.pdf,https://api.dicebear.com/7.x/initials/svg?seed=vaibhav54
27853259-68b6-46ee-99d2-e2cd051972fb,43e34b94-5ab3-4217-ac68-dce776ed5b17,23ESKCS055,REG20260055,Sachin Mishra,C,2023-2027,6,6.3,78.1,998943866838,APAR-2026-00055,+91-7679153816,AISHE-81182864,https://github.com/sachin55,https://leetcode.com/sachin55,https://linkedin.com/in/sachin55-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS055.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sachin55
fabd594b-c2b4-4d6f-a344-573d868164d8,37877eca-0a1b-4dd0-a22a-7f91d768f496,23ESKCS056,REG20260056,Sneha Pandey,B,2026-2030,1,8.05,90.4,998088660642,APAR-2026-00056,+91-6743111853,AISHE-53507489,https://github.com/sneha56,https://leetcode.com/sneha56,https://linkedin.com/in/sneha56-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS056.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sneha56
2da6abd3-1ac5-4187-83ae-69e65e94daa0,c20d7d82-3a2d-43a9-93eb-bb05daabbfe6,23ESKCS057,REG20260057,Pranav Mishra,E,2025-2029,2,7.0,85.9,995014170437,APAR-2026-00057,+91-9120912992,AISHE-25014631,https://github.com/pranav57,https://leetcode.com/pranav57,https://linkedin.com/in/pranav57-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS057.pdf,https://api.dicebear.com/7.x/initials/svg?seed=pranav57
609bf32f-ef88-4183-8520-3469675c5ad3,8d8ba73e-3dc2-49f6-ab42-8abe6409da5f,23ESKCS058,REG20260058,Sanjay Singhal,D,2025-2029,2,9.7,82.3,996075963536,APAR-2026-00058,+91-8992994062,AISHE-51273847,https://github.com/sanjay58,https://leetcode.com/sanjay58,https://linkedin.com/in/sanjay58-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS058.pdf,https://api.dicebear.com/7.x/initials/svg?seed=sanjay58
fd8f6e7a-d896-47c4-8950-0208bf34097f,8a4e1874-bd1f-409c-9d17-9500915b90a3,23ESKCS059,REG20260059,Shreya Verma,C,2023-2027,6,6.62,77.8,997040562796,APAR-2026-00059,+91-7162196678,AISHE-42329237,https://github.com/shreya59,https://leetcode.com/shreya59,https://linkedin.com/in/shreya59-skit,https://uei-resumes.s3.amazonaws.com/23ESKCS059.pdf,https://api.dicebear.com/7.x/initials/svg?seed=shreya59
